Age,cohort,data_source,10th percentile,20th percentile,30th percentile,40th percentile,5th percentile,50th percentile,60th percentile,70th percentile,80th percentile,90th percentile,95th percentile,98th percentile,Mean
32,2046-2055,All Roth-401k accounts #2,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Baseline,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,High participation,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Less risk,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Low participation,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Mandated employer plans (100%),-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Mandated employer plans (60%),-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,More risk,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,No auto-enrollment,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,No cash outs,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,No target date funds,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Rebalance every 5 years,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Reduce fees,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2046-2055,Repeat the 1970s,-0.132,-0.072,0.005,0.098,-0.16,0.229,0.415,0.72,1.396,2.873,5.127,15.458,1.507
32,2056-2065,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2056-2065,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,All,All Roth-401k accounts #1,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,All Roth-401k accounts #2,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,Baseline,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,High participation,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,All,Less risk,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,Low participation,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,Mandated employer plans (100%),-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,Mandated employer plans (60%),-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,More risk,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,No auto-enrollment,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,No cash outs,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,No target date funds,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,PSID,-0.304,-0.067,0.048,0.152,-0.666,0.296,0.479,0.768,1.354,3.064,5.93,12.209,1.821
32,All,Rebalance every 5 years,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,Reduce fees,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,Repeat the 1970s,-0.136,-0.059,0.012,0.102,-0.184,0.228,0.412,0.703,1.378,2.881,6.161,14.87,1.522
32,All,SCF,-0.391,-0.075,0.021,0.11,-0.763,0.232,0.409,0.718,1.26,2.999,5.708,13.566,1.517
32,All,SIPP,-0.401,-0.133,-0.017,0.043,-0.774,0.118,0.218,0.372,0.716,1.777,3.581,8.478,0.677
32,low-1920,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,low-1925,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1921-1925,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,PSID,-0.025,0.031,0.147,0.291,-0.118,0.434,0.632,1.018,1.673,3.328,5.931,10.598,2.799
33,1951-1955,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Repeat the 1970s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1956-1960,All Roth-401k accounts #1,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,All Roth-401k accounts #2,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,Baseline,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,High participation,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1956-1960,Less risk,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,Low participation,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,Mandated employer plans (100%),-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,Mandated employer plans (60%),-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,More risk,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,No auto-enrollment,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,No cash outs,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,No target date funds,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,PSID,-0.104,0,0.124,0.256,-0.403,0.448,0.662,0.995,1.741,3.731,7.421,17.229,2.316
33,1956-1960,Rebalance every 5 years,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,Reduce fees,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,Repeat the 1970s,-0.085,0,0.033,0.111,-0.161,0.242,0.401,0.671,1.131,2.665,4.798,10.561,1.368
33,1956-1960,SCF,-0.236,-0.011,0.033,0.114,-0.423,0.255,0.463,0.857,1.551,3.636,6.325,14.03,1.655
33,1956-1960,SIPP,-0.16,-0.013,0.022,0.089,-0.361,0.187,0.336,0.601,0.957,2.496,4.676,11.745,1.043
33,1961-1965,All Roth-401k accounts #1,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,All Roth-401k accounts #2,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Baseline,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,High participation,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Less risk,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Low participation,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Mandated employer plans (100%),-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Mandated employer plans (60%),-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,More risk,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,No auto-enrollment,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,No cash outs,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,No target date funds,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,PSID,-0.042,0.013,0.109,0.295,-0.269,0.505,0.842,1.368,2.147,4.378,6.525,21.34,2.225
33,1961-1965,Rebalance every 5 years,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Reduce fees,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,Repeat the 1970s,-0.081,-0.004,0.068,0.162,-0.119,0.279,0.44,0.707,1.291,2.596,4.325,10.654,1.273
33,1961-1965,SCF,-0.244,-0.021,0.035,0.159,-0.427,0.289,0.47,0.866,1.389,3.247,5.824,15.103,1.974
33,1961-1965,SIPP,-0.237,-0.018,0.011,0.069,-0.531,0.166,0.31,0.519,0.894,2.121,3.797,8.056,0.899
33,1966-1970,All Roth-401k accounts #1,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,All Roth-401k accounts #2,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,Baseline,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,High participation,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,Less risk,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,Low participation,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,Mandated employer plans (100%),-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,Mandated employer plans (60%),-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,More risk,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,No auto-enrollment,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,No cash outs,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,No target date funds,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
33,1966-1970,PSID,-0.249,-0.012,0.024,0.115,-0.601,0.27,0.47,0.788,1.629,4.283,7.897,19.962,2.417
33,1966-1970,Rebalance every 5 years,-0.122,-0.045,0.041,0.148,-0.154,0.3,0.508,0.853,1.685,3.476,8.155,18.811,1.848
