Age,cohort,data_source,10th Percentile,20th Percentile,30th Percentile,40th Percentile,5th percentile,50th Percentile,60th Percentile,70th Percentile,80th Percentile,90th Percentile,95th Percentile,98th Percentile,Mean
33,1926-1930,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1926-1930,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1931-1935,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1936-1940,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1941-1945,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,PSID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1946-1950,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,All Roth-401k accounts #1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,All Roth-401k accounts #2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Baseline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,High participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Less risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Low participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Mandated employer plans (100%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Mandated employer plans (60%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,More risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,No auto-enrollment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,No cash outs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,No target date funds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,PSID,0,0.081,0.338,0.806,-0.062,1.333,1.94,2.588,3.737,5.832,9.315,18.459,3.927
33,1951-1955,Rebalance every 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,Reduce fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1951-1955,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1956-1960,All Roth-401k accounts #1,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,All Roth-401k accounts #2,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,Baseline,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,High participation,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.435,14.123,2.205
33,1956-1960,HRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1956-1960,Less risk,-0.044,0.008,0.107,0.296,-0.125,0.544,0.912,1.602,2.883,5.118,8.394,14.123,2.203
33,1956-1960,Low participation,-0.045,0.008,0.107,0.297,-0.125,0.544,0.908,1.6,2.879,5.12,8.394,14.123,2.204
33,1956-1960,Mandated employer plans (100%),-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,Mandated employer plans (60%),-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,More risk,-0.044,0.008,0.107,0.296,-0.125,0.544,0.912,1.6,2.883,5.108,8.394,14.123,2.203
33,1956-1960,No auto-enrollment,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.435,14.123,2.205
33,1956-1960,No cash outs,-0.043,0.009,0.108,0.301,-0.124,0.55,0.92,1.612,2.897,5.208,8.394,14.261,2.217
33,1956-1960,No target date funds,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,PSID,-0.02,0.05,0.249,0.522,-0.423,0.92,1.478,2.239,3.831,6.687,11.677,23.384,3.434
33,1956-1960,Rebalance every 5 years,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.6,2.887,5.12,8.394,14.123,2.204
33,1956-1960,Reduce fees,-0.044,0.008,0.107,0.297,-0.125,0.544,0.909,1.602,2.888,5.126,8.394,14.123,2.205
33,1956-1960,SCF,-0.025,0.03,0.184,0.435,-0.196,0.827,1.513,2.488,4.184,6.972,12.649,19.367,3.005
33,1956-1960,SIPP,-0.071,0.007,0.125,0.315,-0.275,0.592,1.027,1.811,2.972,5.8,8.799,15.539,2.085
33,1961-1965,All Roth-401k accounts #1,-0.051,0.063,0.228,0.451,-0.105,0.775,1.279,2.026,3.091,5.406,8.606,14.812,2.292
33,1961-1965,All Roth-401k accounts #2,-0.051,0.063,0.228,0.451,-0.105,0.775,1.279,2.026,3.091,5.406,8.606,14.812,2.292
33,1961-1965,Baseline,-0.051,0.063,0.228,0.451,-0.105,0.775,1.279,2.026,3.091,5.406,8.606,14.812,2.292
33,1961-1965,High participation,-0.05,0.064,0.233,0.456,-0.104,0.78,1.287,2.031,3.099,5.418,8.606,14.812,2.299
33,1961-1965,Less risk,-0.051,0.064,0.23,0.454,-0.105,0.784,1.284,2.045,3.11,5.418,8.635,14.805,2.303
33,1961-1965,Low participation,-0.051,0.061,0.224,0.446,-0.105,0.769,1.271,2.017,3.075,5.406,8.606,14.812,2.286
33,1961-1965,Mandated employer plans (100%),-0.051,0.063,0.228,0.451,-0.105,0.775,1.279,2.026,3.091,5.406,8.606,14.812,2.292
33,1961-1965,Mandated employer plans (60%),-0.051,0.063,0.228,0.451,-0.105,0.775,1.279,2.026,3.091,5.406,8.606,14.812,2.292
33,1961-1965,More risk,-0.051,0.064,0.231,0.455,-0.105,0.786,1.287,2.057,3.128,5.436,8.645,14.817,2.312
33,1961-1965,No auto-enrollment,-0.05,0.064,0.233,0.456,-0.104,0.78,1.287,2.031,3.099,5.418,8.606,14.812,2.299
33,1961-1965,No cash outs,-0.048,0.069,0.237,0.466,-0.103,0.801,1.299,2.058,3.159,5.452,8.656,14.812,2.326
33,1961-1965,No target date funds,-0.051,0.062,0.228,0.448,-0.105,0.772,1.277,2.017,3.066,5.384,8.587,14.812,2.287
33,1961-1965,PSID,-0.013,0.029,0.21,0.463,-0.253,0.842,1.6,2.4,3.646,6.189,8.76,21.984,2.975
33,1961-1965,Rebalance every 5 years,-0.051,0.063,0.228,0.452,-0.105,0.776,1.28,2.026,3.094,5.406,8.606,14.812,2.292
33,1961-1965,Reduce fees,-0.051,0.063,0.229,0.452,-0.105,0.776,1.285,2.034,3.096,5.419,8.606,14.812,2.296
33,1961-1965,SCF,-0.081,0.021,0.2,0.559,-0.344,1.014,1.53,2.184,3.372,5.526,9.975,18.775,3.166
33,1961-1965,SIPP,-0.073,0.01,0.121,0.345,-0.386,0.664,1.153,1.893,3.127,5.627,8.302,14.28,2.121
33,1966-1970,All Roth-401k accounts #1,-0.079,0.072,0.305,0.607,-0.139,1.103,1.731,2.679,4.104,7.119,11.863,21.741,3.133
33,1966-1970,All Roth-401k accounts #2,-0.079,0.072,0.305,0.607,-0.139,1.103,1.731,2.679,4.104,7.119,11.863,21.741,3.133
33,1966-1970,Baseline,-0.079,0.072,0.305,0.607,-0.139,1.103,1.731,2.679,4.104,7.119,11.863,21.741,3.133
33,1966-1970,High participation,-0.075,0.079,0.319,0.635,-0.138,1.122,1.742,2.697,4.124,7.161,11.945,21.741,3.15
33,1966-1970,Less risk,-0.079,0.072,0.309,0.621,-0.139,1.116,1.741,2.698,4.104,7.162,12.059,21.761,3.145
33,1966-1970,Low participation,-0.08,0.064,0.292,0.599,-0.139,1.089,1.708,2.664,4.079,7.063,11.742,21.674,3.112
33,1966-1970,Mandated employer plans (100%),-0.079,0.072,0.305,0.607,-0.139,1.103,1.731,2.679,4.104,7.119,11.863,21.741,3.133
33,1966-1970,Mandated employer plans (60%),-0.079,0.072,0.305,0.607,-0.139,1.103,1.731,2.679,4.104,7.119,11.863,21.741,3.133
33,1966-1970,More risk,-0.079,0.072,0.304,0.617,-0.139,1.111,1.748,2.702,4.1,7.134,12.107,21.967,3.148
33,1966-1970,No auto-enrollment,-0.075,0.079,0.319,0.635,-0.138,1.122,1.742,2.697,4.124,7.161,11.945,21.741,3.15
33,1966-1970,No cash outs,-0.073,0.09,0.329,0.654,-0.137,1.148,1.784,2.756,4.193,7.278,11.956,21.741,3.185
33,1966-1970,No target date funds,-0.079,0.072,0.3,0.614,-0.139,1.102,1.731,2.679,4.097,7.123,11.989,21.857,3.13
33,1966-1970,PSID,-0.09,0.029,0.176,0.423,-0.395,0.863,1.418,2.348,3.645,8.484,13.357,22.842,3.673
33,1966-1970,Rebalance every 5 years,-0.079,0.072,0.306,0.607,-0.139,1.103,1.731,2.679,4.103,7.105,11.863,21.741,3.134
33,1966-1970,Reduce fees,-0.079,0.072,0.306,0.612,-0.139,1.111,1.737,2.688,4.127,7.138,11.925,21.754,3.141
33,1966-1970,SCF,-0.039,0.039,0.234,0.481,-0.276,1.007,1.703,3.189,5.319,9.735,13.356,26.423,3.982
33,1966-1970,SIPP,-0.205,0,0.094,0.314,-0.664,0.685,1.3,2.089,3.333,6.329,11.039,17.245,2.469
33,1971-1975,All Roth-401k accounts #1,-0.094,0.037,0.219,0.498,-0.141,0.916,1.537,2.473,3.944,7.145,12.299,22.204,3.092
33,1971-1975,All Roth-401k accounts #2,-0.094,0.037,0.219,0.498,-0.141,0.916,1.537,2.473,3.944,7.145,12.299,22.204,3.092
33,1971-1975,Baseline,-0.094,0.037,0.219,0.498,-0.141,0.916,1.537,2.473,3.944,7.145,12.299,22.204,3.092
33,1971-1975,High participation,-0.093,0.04,0.222,0.504,-0.14,0.942,1.559,2.494,3.975,7.172,12.326,22.204,3.106
33,1971-1975,Less risk,-0.094,0.038,0.22,0.496,-0.141,0.91,1.529,2.473,3.935,7.08,12.256,22.206,3.088
33,1971-1975,Low participation,-0.096,0.034,0.211,0.489,-0.142,0.888,1.517,2.442,3.908,7.142,12.156,22.204,3.076
33,1971-1975,Mandated employer plans (100%),-0.094,0.037,0.219,0.498,-0.141,0.916,1.537,2.473,3.944,7.145,12.299,22.204,3.092
33,1971-1975,Mandated employer plans (60%),-0.094,0.037,0.219,0.498,-0.141,0.916,1.537,2.473,3.944,7.145,12.299,22.204,3.092
33,1971-1975,More risk,-0.094,0.036,0.219,0.494,-0.141,0.901,1.519,2.459,3.923,7.084,12.279,22.194,3.082
33,1971-1975,No auto-enrollment,-0.093,0.04,0.222,0.504,-0.14,0.942,1.559,2.494,3.975,7.172,12.326,22.204,3.106
33,1971-1975,No cash outs,-0.088,0.054,0.244,0.541,-0.138,0.98,1.597,2.518,4.035,7.26,12.386,22.225,3.142
33,1971-1975,No target date funds,-0.094,0.038,0.221,0.505,-0.141,0.921,1.537,2.478,3.962,7.147,12.299,22.225,3.097
33,1971-1975,PSID,-0.332,0,0.065,0.244,-0.643,0.555,1.114,2.069,3.91,7.756,15.072,31.555,3.717
33,1971-1975,Rebalance every 5 years,-0.094,0.037,0.219,0.498,-0.141,0.916,1.537,2.473,3.944,7.144,12.289,22.204,3.091
33,1971-1975,Reduce fees,-0.094,0.037,0.22,0.501,-0.141,0.921,1.538,2.483,3.953,7.158,12.349,22.222,3.098
33,1971-1975,SCF,-0.005,0.09,0.25,0.503,-0.24,1.104,1.703,2.673,4.368,7.004,11.535,23.642,3.404
33,1971-1975,SIPP,-0.224,0,0.076,0.241,-0.589,0.727,1.494,2.673,4.96,8.941,13.172,21.081,2.949
33,1976-1980,SCF,-0.411,-0.008,0.076,0.204,-1.105,0.39,0.763,1.5,2.687,5.037,9.128,18.692,2.647
33,1976-1980,SIPP,-0.54,-0.076,0.009,0.128,-1.194,0.333,0.768,1.526,2.581,5.479,8.995,15.642,1.729
33,1976-1985,All Roth-401k accounts #1,-0.099,0.02,0.192,0.444,-0.144,0.811,1.376,2.192,3.462,6.343,11.447,21.631,2.888
33,1976-1985,All Roth-401k accounts #2,-0.098,0.023,0.203,0.456,-0.144,0.833,1.415,2.24,3.559,6.452,11.579,21.631,2.932
33,1976-1985,Baseline,-0.098,0.023,0.204,0.456,-0.144,0.833,1.413,2.242,3.565,6.452,11.579,21.631,2.933
33,1976-1985,High participation,-0.097,0.026,0.209,0.467,-0.143,0.848,1.441,2.264,3.596,6.476,11.603,21.631,2.948
33,1976-1985,Less risk,-0.098,0.023,0.205,0.461,-0.144,0.833,1.418,2.256,3.571,6.504,11.573,21.739,2.939
33,1976-1985,Low participation,-0.099,0.019,0.194,0.447,-0.145,0.821,1.395,2.215,3.533,6.428,11.577,21.631,2.916
33,1976-1985,Mandated employer plans (100%),-0.098,0.023,0.204,0.456,-0.144,0.833,1.413,2.242,3.565,6.452,11.579,21.631,2.933
33,1976-1985,Mandated employer plans (60%),-0.098,0.023,0.204,0.456,-0.144,0.833,1.413,2.242,3.565,6.452,11.579,21.631,2.933
33,1976-1985,More risk,-0.098,0.023,0.205,0.46,-0.144,0.834,1.419,2.247,3.583,6.519,11.585,21.737,2.941
33,1976-1985,No auto-enrollment,-0.097,0.026,0.209,0.467,-0.143,0.848,1.441,2.264,3.596,6.476,11.603,21.631,2.948
33,1976-1985,No cash outs,-0.088,0.045,0.238,0.505,-0.139,0.892,1.502,2.319,3.678,6.611,11.685,21.757,3.002
33,1976-1985,No target date funds,-0.098,0.023,0.204,0.454,-0.144,0.827,1.411,2.238,3.556,6.453,11.566,21.673,2.928
33,1976-1985,Rebalance every 5 years,-0.098,0.023,0.203,0.456,-0.144,0.83,1.412,2.24,3.564,6.452,11.568,21.631,2.932
33,1976-1985,Reduce fees,-0.098,0.023,0.205,0.46,-0.144,0.834,1.422,2.257,3.59,6.482,11.619,21.667,2.941
33,1976+,PSID,-0.579,-0.145,0.004,0.116,-1.29,0.341,0.728,1.361,2.426,4.942,9.002,16.708,1.745
33,1981+,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1981+,SIPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1986-1995,All Roth-401k accounts #1,-0.097,0.02,0.176,0.425,-0.143,0.767,1.324,2.097,3.261,5.889,10.519,20.178,2.666
33,1986-1995,All Roth-401k accounts #2,-0.09,0.043,0.222,0.511,-0.141,0.912,1.508,2.351,3.642,6.574,11.11,20.747,2.872
33,1986-1995,Baseline,-0.09,0.042,0.221,0.513,-0.141,0.91,1.502,2.34,3.645,6.566,11.098,20.645,2.868
33,1986-1995,High participation,-0.087,0.047,0.23,0.522,-0.14,0.934,1.521,2.366,3.67,6.608,11.149,20.705,2.884
33,1986-1995,Less risk,-0.09,0.043,0.223,0.514,-0.141,0.916,1.504,2.347,3.641,6.563,11.069,20.637,2.873
33,1986-1995,Low participation,-0.092,0.037,0.214,0.5,-0.142,0.888,1.479,2.314,3.604,6.504,11.087,20.645,2.849
33,1986-1995,Mandated employer plans (100%),-0.089,0.045,0.225,0.515,-0.141,0.916,1.502,2.339,3.648,6.566,11.098,20.661,2.87
33,1986-1995,Mandated employer plans (60%),-0.09,0.045,0.224,0.514,-0.141,0.915,1.5,2.339,3.648,6.566,11.098,20.661,2.869
33,1986-1995,More risk,-0.09,0.043,0.222,0.514,-0.141,0.922,1.511,2.352,3.652,6.588,11.101,20.631,2.878
33,1986-1995,No auto-enrollment,-0.087,0.047,0.23,0.522,-0.14,0.934,1.521,2.366,3.67,6.608,11.149,20.705,2.884
33,1986-1995,No cash outs,-0.08,0.062,0.258,0.566,-0.135,0.992,1.574,2.426,3.769,6.652,11.264,21.111,2.934
33,1986-1995,No target date funds,-0.091,0.042,0.22,0.511,-0.141,0.905,1.494,2.331,3.635,6.56,11.101,20.645,2.861
33,1986-1995,Rebalance every 5 years,-0.09,0.042,0.221,0.513,-0.141,0.911,1.5,2.339,3.645,6.566,11.098,20.645,2.868
33,1986-1995,Reduce fees,-0.09,0.043,0.223,0.516,-0.141,0.916,1.508,2.35,3.657,6.613,11.11,20.672,2.876
33,1996-2005,All Roth-401k accounts #1,-0.096,0.025,0.186,0.415,-0.14,0.775,1.307,2.052,3.253,6.034,10.836,21.23,2.731
33,1996-2005,All Roth-401k accounts #2,-0.09,0.047,0.236,0.515,-0.138,0.917,1.493,2.35,3.615,6.65,11.5,21.746,2.943
33,1996-2005,Baseline,-0.09,0.047,0.236,0.512,-0.138,0.912,1.485,2.336,3.603,6.628,11.465,21.709,2.936
33,1996-2005,High participation,-0.088,0.052,0.243,0.52,-0.137,0.93,1.507,2.359,3.628,6.642,11.52,21.709,2.952
33,1996-2005,Less risk,-0.09,0.048,0.237,0.515,-0.138,0.919,1.491,2.342,3.609,6.657,11.494,21.706,2.942
33,1996-2005,Low participation,-0.092,0.043,0.228,0.498,-0.139,0.888,1.463,2.31,3.562,6.597,11.407,21.698,2.916
33,1996-2005,Mandated employer plans (100%),-0.087,0.052,0.239,0.516,-0.137,0.917,1.491,2.345,3.614,6.638,11.465,21.709,2.942
33,1996-2005,Mandated employer plans (60%),-0.089,0.049,0.236,0.512,-0.137,0.912,1.486,2.337,3.609,6.631,11.465,21.709,2.937
33,1996-2005,More risk,-0.09,0.048,0.238,0.516,-0.138,0.921,1.495,2.345,3.615,6.676,11.549,21.768,2.947
33,1996-2005,No auto-enrollment,-0.088,0.052,0.243,0.52,-0.137,0.93,1.507,2.359,3.628,6.642,11.52,21.709,2.952
33,1996-2005,No cash outs,-0.076,0.071,0.271,0.558,-0.132,0.999,1.572,2.435,3.718,6.796,11.623,21.934,3.006
33,1996-2005,No target date funds,-0.09,0.047,0.236,0.51,-0.138,0.906,1.48,2.329,3.59,6.598,11.434,21.713,2.929
33,1996-2005,Rebalance every 5 years,-0.09,0.047,0.236,0.511,-0.138,0.912,1.484,2.336,3.602,6.629,11.464,21.709,2.936
33,1996-2005,Reduce fees,-0.09,0.048,0.237,0.515,-0.138,0.918,1.491,2.346,3.612,6.65,11.509,21.801,2.944
33,2006-2015,All Roth-401k accounts #1,-0.094,0.021,0.187,0.437,-0.14,0.797,1.342,2.117,3.385,6.075,10.934,20.858,2.94
33,2006-2015,All Roth-401k accounts #2,-0.087,0.043,0.239,0.53,-0.137,0.964,1.559,2.405,3.754,6.755,11.512,21.432,3.159
33,2006-2015,Baseline,-0.088,0.043,0.235,0.529,-0.137,0.961,1.553,2.395,3.738,6.74,11.498,21.432,3.151
33,2006-2015,High participation,-0.086,0.047,0.245,0.54,-0.137,0.982,1.574,2.409,3.773,6.772,11.528,21.432,3.168
33,2006-2015,Less risk,-0.088,0.043,0.237,0.53,-0.137,0.969,1.561,2.399,3.756,6.731,11.517,21.447,3.156
33,2006-2015,Low participation,-0.09,0.038,0.227,0.516,-0.138,0.93,1.531,2.37,3.689,6.699,11.451,21.365,3.131
33,2006-2015,Mandated employer plans (100%),-0.087,0.046,0.242,0.533,-0.136,0.966,1.565,2.404,3.754,6.733,11.497,21.438,3.157
33,2006-2015,Mandated employer plans (60%),-0.087,0.044,0.238,0.529,-0.137,0.964,1.558,2.399,3.745,6.706,11.491,21.432,3.153
33,2006-2015,More risk,-0.088,0.043,0.238,0.531,-0.137,0.972,1.566,2.401,3.757,6.756,11.5,21.469,3.162
33,2006-2015,No auto-enrollment,-0.086,0.047,0.245,0.54,-0.137,0.982,1.574,2.409,3.773,6.772,11.528,21.432,3.168
33,2006-2015,No cash outs,-0.078,0.065,0.269,0.577,-0.132,1.025,1.626,2.471,3.848,6.872,11.592,21.792,3.216
33,2006-2015,No target date funds,-0.088,0.043,0.235,0.527,-0.138,0.954,1.546,2.39,3.728,6.692,11.489,21.432,3.145
